input,target,prediction,target_length,levenshtein
NCC1=CO[C@@H](N1C)[NH],CN1C(=N)OC=C1CN,CCC1=NC(=N)NC(=C)O1,15,9
CN1[C@H]([NH])OC=C1CO,CN1C(=N)OC=C1CO,CN1C=C(O)OC1=N,15,7
CN1[C@@H]([NH])OC=C1OC,COC1=COC(=N)N1C,CC1C([NH2+]C1CN1)C([O-])=O,15,21
CNC1=CC=C(OC1)[NH],CNC1=COC(=N)C=C1,N=C1NC=C(C=C=O1)C=C1,16,9
COC1=NC=C(NC1)[NH],COC1=CNC(=N)C=N1,N=C1N=C(C=N1)C=CO,16,8
COC1=CC=C(OC1)[NH],COC1=COC(=N)C=C1,N=C1OC=C=C(C=O1)C=CO1,16,9
[NH]C1=CN=C(CN1)CO,OCC1=CNC(=N)C=N1,N=C1N=C(C=N1)C=CO,16,8
[NH]C1=CCC(=CO1)CO,OCC1=COC(=N)C=C1,N=C1OC=C=C(C=O1)C=CO1,16,9
NCc1coc(c1O)C,CC1=C([O-])C(C[NH3+])=CO1,NC1=C(CC(=O)C(C1)C=CO1,25,13
NCc1coc(c1O)N,NC1=C([O-])C(C[NH3+])=CO1,NC1=C(NC=N1)C(O)=CO1,25,12
CCC1=C([NH])N=COC1,CCC1=COC=NC1=N,N=C1NC=C(C=C=O1)C=C1,14,12
CNC1=CNCN=C1[NH],CNC1=CNC=NC1=N,N=C1NN=CNC=C1C=C,14,7
COC1=CNCN=C1[NH],COC1=CNC=NC1=N,N=C1N=CN=C(C=O1)C1C1,14,11
OCC1=CNCN=C1[NH],OCC1=CNC=NC1=N,N=C1N=CN=C(C=O1)C1C1,14,11
CCN1[C@@H]([NH])OC=C1C,CCN1C(=N)OC=C1C,CCC1CC1C(=N)NC(=C)O1,15,9
CCN1[C@@H]([NH])OC=C1N,CCN1C(=N)OC=C1N,CCC1=NC(=N)NC(=C)O1,15,8
CCN1[C@H]([NH])OC=C1O,CCN1C(=N)OC=C1O,CN1C=C(O)OC1=N,15,8
CCN1C=C(O[C@H]1[NH])C,CCN1C=C(C)OC1=N,CC1CCC1=C(=N)NC(=C)O1,15,12
CCN1C=C(O[C@H]1[NH])N,CCN1C=C(N)OC1=N,CN1C=C(N)OC1=N,15,1
CCN1C=C(O[C@H]1[NH])O,CCN1C=C(O)OC1=N,CC1CN1C(=N)OC=C1C,15,9
CCN1CN=C(C=C1)[NH],CCN1C=CC(=N)N=C1,CN1C=CN=C(C)C=C1=N,16,8
CCN1CN=C(N=C1)[NH],CCN1C=NC(=N)N=C1,NC1=CNC=C(N)C=CN1,16,8
CCN1CN=CN=C1[NH],CCN1C=NC=NC1=N,N=C1NN=CNC=C1C=C,14,9
CC[N]C1=NCNC=C1,CCN=C1C=CNC=N1,CN=C1N=CN=CC=C1C2,14,7
CC[N]C1=NCNC=N1,CCN=C1N=CNC=N1,N=C1NN=CN=CC2C1CN12,14,10
CC[N]C1=NC=NCN1,CCN=C1NC=NC=N1,N=C1NN=CN=CC2C1CN12,14,11
C=C1OC=CC1=O.CN,C[NH2+]CC1=C([O-])C=CO1,[O-]C(=O)C1CCC=[NH2+]C1,23,19
CNCc1ccoc1O,C[NH2+]CC1=C([O-])OC=C1,N=C1C=COC=C1C=C2,23,15
O=C1OC=NC1=C.CN,C[NH2+]CC1=C([O-])OC=N1,NC1=C(C[NH3+])C([O-])=C1[O,23,15
NCCc1ccoc1O,[NH3+]CCC1=C([O-])OC=C1,N=C1C=COC=C1C=C2,23,14
NCCc1ncoc1O,[NH3+]CCC1=C([O-])OC=N1,N=C1NC=C(O1)C=CO1,23,14
O=C1[CH]OC(=C1)[CH2].CN,C[NH2+]CC1=CC([O-])=CO1,CC1=C([NH3+])C([O-])=CO1CC=O,23,15
[CH]C(=O)C=C(CCN)O,[NH3+]CCC1=CC([O-])=CO1,CCC(C)C([NH2+]C([O-])=O)C=O,23,17
C=C1C=CC(=O)O1.NC,C[NH2+]CC1=CC=C([O-])O1,CC1=C(C[NH3+])C([O-])=C1[O,23,17
C=C1C=NC(=O)O1.CN,C[NH2+]CC1=CN=C([O-])O1,NC1=C(C[NH3+])C([O-])=C1[O,23,18
NCC[C](C=C[C][O])O,[NH3+]CCC1=CC=C([O-])O1,CC1C2CC1OC2=C3N2,23,17
NCCC(=N[CH][C][O])O,[NH3+]CCC1=NC=C([O-])O1,CCC1=C(O)N=COC1=N,23,17
CCCC1=CN[C@H](O1)[NH],CCCC1=CNC(=N)O1,CC1CCC1=C(=N)NC(=C)O1,15,7
CCCC1=CO[C@@H](N1)[NH],CCCC1=COC(=N)N1,CCC1CC1C(=N)NC(=C)O1,15,9
CCCC1=CO[C@H](O1)[NH],CCCC1=COC(=N)O1,CC1CC1CC2C([NH2+]1)C([O-])=O,15,17
CCNC1=CN[C@H](O1)[NH],CCNC1=CNC(=N)O1,CN1C=C(N)OC1=N,15,8
CCNC1=CO[C@@H](O1)[NH],CCNC1=COC(=N)O1,CC1C([NH2+]C1CN1)C([O-])=O,15,18
CCOC1=CN[C@@H](O1)[NH],CCOC1=CNC(=N)O1,CC1C([NH2+]C1CN1)C([O-])=O,15,18
CCOC1=CO[C@@H](N1)[NH],CCOC1=COC(=N)N1,CC1C([NH2+]C1CN1)C([O-])=O,15,19
CCOC1=CO[C@H](O1)[NH],CCOC1=COC(=N)O1,[NH3+]C1CC1C(O)C([O-])=O,15,17
COCC1=CN[C@H](O1)[NH],COCC1=CNC(=N)O1,CC1CN1C(=N)OC=C1C,15,8
COCC1=CO[C@H](N1)[NH],COCC1=COC(=N)N1,CC1CN1C(=N)OC=C1C,15,10
COCC1=CO[C@@H](O1)[NH],COCC1=COC(=N)O1,[NH3+]C1CC1C(O)C1C([O-])=O,15,18
[NH][C@@H]1NC=C(O1)CCO,OCCC1=CNC(=N)O1,CC1CN1C(=N)OC=C1C,15,8
[NH][C@@H]1NC(=CO1)CCO,OCCC1=COC(=N)N1,CC1CN1C(=N)OC=C1C,15,10
[NH][C@H]1OC(=CO1)CCO,OCCC1=COC(=N)O1,[NH3+]C1CC1C(O)C([O-])=O,15,16
CNCC1=COC(=O)C1,C[NH2+]CC1=COC([O-])=C1,NC1=C(CC([O-])=O1CCCC1)C2+]2,23,20
CNCc1coc(=O)[nH]1,C[NH2+]CC1=COC([O-])=N1,N=C1NC=C(O1)C=CO1,23,15
NCCC1=COC(=O)C1,[NH3+]CCC1=COC([O-])=C1,NC1=C(CC([O-])=O1CCCC1)C2+]2,23,20
NCCc1coc(=O)[nH]1,[NH3+]CCC1=COC([O-])=N1,N=C1NC=C(O1)C=CO1,23,15
CNCc1cocc1O,C[NH2+]CC1=COC=C1[O-],N=C1C=COC=C1C=C2,21,12
NCCc1cocc1O,[NH3+]CCC1=COC=C1[O-],N=C1C=COC=C1C=C2,21,11
CCCN1C=CO[C@H]1[NH],CCCN1C=COC1=N,CN1C=CC(=N)OC1C1C1,13,11
[NH][C@@H]1OC=CN1CCO,OCCN1C=COC1=N,N=C1OC=CN1CCCC1CC=O,13,10
[C]1[C@H]2[C@H]3[C@H]4[C@@H]1N1[C@@H]2[C,C1=C2C3C4C1C1C4N3C21,C1C2C3C1C1C1=CC2C3N1,20,8
[C]1[C@@H]2[C@@H]3[C@@H]4[C@H]1N1[C@H]2[,C1=C2C3C4C1N1C4C3C21,C12C3C1C1C=CC3N1,20,8
C1=C[C]2[C@@H]3[C@H]1C=N[C@@H]3[CH]2,C1=C2C3C4C2C2C1C2N34,C1C2C3C3C1C=CC3N1C24,20,9
C1=C[C]2[C@@H]3[C@H]1N=C[C@@H]3[CH]2,C1=C2C3C4C3N3C1C3C24,C1C2C3C3C1C=CC3N1C24,20,8
[CH]1[C]2C[C]3[CH][C@@H]1N1[C@@H]2[C@@H],C1C2=CC3C=C1C1C2N31,C1C2C3C1C1C=CCC3N1,19,7
C1[C]2[CH][C@H]3[CH][C]1[C@H]1[C@@H]2[C@,C1C2=CC3C=C1C1C3C21,C1C2C3C1C1C1=CCC2C31,19,7
C1[C]2[CH][C@@H]3[N][C]1N1[C@H]2[C@H]31,C1C2=CC3N=C1N1C3C21,C12C3C1C1C=CC3N1C21,19,10
N1[C@]23[C@]41[C@@H]1[C@H]2[C@@H]1[C@@H],N1C2=CC3N=C1C1C3C21,C12C3C1C1C1C=C2C3N1,19,10
C1=C=C[C@@H]2[CH][C](CC1)C2,C1C2C3C4=CCCC13C24,C1C2C3C4CCC13C24,18,2
C=CC1=C[C@@H]2[C@H]1C(=O)C2,C1C2C3C4=CCOC13C24,C1C2C3C4OC2C13C4,18,4
O=C1CCC=C2[C@H]1C=C2,C1CC23OC4C2C(=C1)C34,C1C2C3C4OC2C3C4C13C24,20,9
[CH]1CC[C]2[CH]N([CH][C]1)C2,C1N2C3C4=CCCC13C24,C1C2C3CC4=CCCC13N24,18,3
C=CC1=CN2[C@H]1C(=O)C2,C1N2C3C4=CCOC13C24,C1C2C3C4OC2=CC13N24,18,6
[CH]1[CH][C]2[C@H]3[C]1C[C@H]3C=C2,C1C2C3C=C4C=CC13C24,C1C2C3C1C4=CCCC231,19,6
[CH]1[CH][C]2[C@@H]3[C]1[CH][CH]N3C2,C1N2C3C=C4C=CC13C24,C1C2C3C1C=CC1C3N14,19,7
O=C1C=C[C]2[C@@H]1C=C[CH]2,O1C2C3C=C4C=CC13C24,C1C2C3C4OC2C13C4,19,7
O=C1C[C@@H]2[C@H]1C(=C[CH]2)[CH2],C1C2C3C=C4COC13C24,C1C2C3C4OC2C13C24,18,4
C=C1C[C@@H]2[C@H]1C(=O)N=C2,C1C2C3N=C4OCC13C24,C1C2C3C1C3OC2=C3NC24,18,7
O=C1CN2[C@H]1C(=C[CH]2)[CH2],C1N2C3C=C4COC13C24,C1C2C3C4OC2=CC13N24,18,7
[NH][C]1CNC2=NC=C[C@@H]12,C1NC2=NC3C4NC13C24,N=C1N=C2C=CC3C1C24,18,9
O=C1CNC2=NC=C[C@@H]12,C1NC2=NC3C4OC13C24,N=C1N=C2C=C(C=O1)C=C2,18,12
C=C1N[C@H]2[C@@H]1C(=O)N=C2,C1OC2=NC3C4NC13C24,N=C1N=C2C(C=C2)O1,18,14
O=C1COC2=NC=C[C@@H]12,C1OC2=NC3C4OC13C24,[O-]C(=O)C1C2C=[NH2+]C12,18,19
C1[N][C]2[C@H](C1=O)C=CN2,C1N=C2NC3C4OC13C24,N=C1N2C3C2C1C3C24OC23,18,11
C1[N][C]2[C@H](C1=O)C=CO2,C1N=C2OC3C4OC13C24,[O-]C(=O)C12C3C1C2[NH2+]C23,18,20
C=C1[CH][C]2[C@@H]3[C@H]1[C@@H]3C=C2,C1C2C=C3C=C1C1C2C31,C1C2C3C1C=CCC3C24,19,7
C=C1[CH][C]2[C@H]([CH]1)[N]C=C2,C1C2C=C3C=C1C1C3N21,C1C2C3C4=CCC1C23N14,19,7
C=C1[CH][C]2N3[C@H]1[C@@H]3[CH][N]2,C1C2N=C3C=C1C1C2N31,C1C2C3C1C=CC3N1C2=N2,19,9
C1=CCC2=CO[C@@H]2C=C1,C1C2C3OC4C=CC2C134,C1C2C3C4OC2C3C4C13C24,18,7
C=C1[C@@H]2C=CC=C[C@H]1C2,C1C2C=CC3C4CC23C14,C1C2C3C4CCC13C24,18,6
C1=CC[C]2[C@@H](C=C1)C[N]2,C1C2C=CC3C4CC23N14,C1C2C3C1CC3C4=CC23N1,18,5
O=C1[C@@H]2C=CC=C[C@H]1C2,C1C2C=CC3C4OC23C14,C1C2C3C4OC2C13C24,18,6
C=C1[C@H]2C=CC=N[C@@H]1C2,C1C2C=CC3N4CC23C14,C1C2C3C=CCC1C=C2N34,18,9
C1=CN[C@H]2[C@@H](C=C1)N[C]2,N1C2C=CC3C4NC23C14,C1C2C3NC1C2=C3C4,18,8
C1=COC2=CN[C@@H]2C=C1,N1C2C=CC3C4OC23C14,C1C2C3OC2C3C4NC13C24,18,7
O=C1[C@@H]2C=CC=C[C@H]1O2,O1C2C=CC3C4OC23C14,O=C1C2C3C2OC3C4,18,7
C1C[CH][CH][C@H]2[C@@H]([CH][CH]1)C2,C1C2C=CCCC=CC12,C1C2C3CC4CCCC13C24,15,6
C1[CH][CH][C@@H]2C[C@@H]2N=CO1,C1C2C=CCOC=NC12,C1C2C3C1CC3[NH2+]C2C2C12,15,13
C1C[CH][CH][C@H]2[C@@H]([CH][CH]1)N2,C1CC=CC2NC2C=C1,CC12C3CCC1CC1=C2N1,15,9
C1C[CH][CH][C@H]2[C@@H]([CH][CH]1)O2,C1CC=CC2OC2C=C1,C1C2C3CC1CC23OC24,15,8
C1=CC=N[C@@H]2C[C]([CH]1)C2,C1C2CC11C=CC3C1N23,C1C2C3C4CCC13C24,18,8
C1=C[CH][C]2C[C@@H](C=C1)C2,C1C2CC11C=CC3C2C13,C1C2C3C4CCC13C24,18,8
C1=C[CH][C]2C[C@H](C=C1)O2,C1C2OC11C=CC3C2C13,C1C2C3C4=CCCC13C24OC24,18,10
C1N=CO[C@H]2C[C@@H](C1)C2,C1C2CC1OC=NCC2,CC1C2C3CC1C2C3[NH2+]C2C12,14,13
C1=NCCN2C[C@@H](O1)C2,C1C2CN1CCN=CO2,CC1C2CN1C2C3N1C24O,14,7
O=C[C@@H]1C[C]2N1CC[CH]2,C1C2C3OC4CCN2C134,C1C2C3C1CC1C2OC324,17,7
C1=CCC2=COC[C@H]2O1,C1C2C3OC4COC2C134,C1C2C3OC2C4C13C24OC24,17,8
C1=CC[C]2[C@@H](CC1)C[N]2,C1C2CCC3C4CC23N14,C1C2C3CC1CC1C23N1,17,5
O=C1[C@H]2CCC=C[C@@H]1C2,C1C2CCC3C4OC23C14,C1C2C3C4OC2C13C24,17,5
C=C1[C@H]2COC=C[C@@H]1C2,C1C2COC3C4CC23C14,C1C2C3C4OC2C13C24,17,6
C1=CC[C]2[C@@H](CO1)C[N]2,C1C2COC3C4CC23N14,C1C2C3C1CC1C23OC24,17,7
O=C1[C@H]2COC=C[C@@H]1C2,C1C2COC3C4OC23C14,[O-]C(=O)C1C2CC2C3C12O,17,13
C1=NCC2=CCCN2C1,C1C2N3CC22C3CCN12,N=C1NC=CC2=CCC1C23C24,17,12
C=C1[C@H]2OCC=C[C@@H]1C2,C1C2OCC3C4CC23C14,C1C2C3C4OC2C13C24,17,6
C1=CC[C]2[C@@H](OC1)C[N]2,C1C2OCC3C4CC23N14,C1C2C3C1CC1C23OC24,17,8
C1=COC2=CC[C@@H]2OC1,C1C2OCC3C4OC23C14,[O-]C(=O)C1C2CC1C2C3C2O,17,14
C1=NCC2=CC[C@@H]2OC1,C1C2OCC3N4CC23C14,C1C2C3OC2C1C3NC24,17,9
C1=CNC2=CO[C@@H]2CC1,C1CC2C3NC22C1OC32,C1C2C3OC2C1C3NC24,17,7
O=C1[C@H]2CCC=C[C@@H]1N2,C1CC2C3OC22C1NC32,C1C2C3C1C2C3OC24,17,8
O=C1[C@H]2CCC=C[C@@H]1O2,C1CC2C3OC22C1OC32,[O-]C(=O)C1C2CC2C3C12O,17,15
C1=CNC2=CN[C@@H]2CO1,C1OC2C3NC22C1NC32,N=C1N=C2C=CC(CC2)O1,17,13
C1=CNC2=CO[C@@H]2CO1,C1OC2C3NC22C1OC32,[O-]C(=O)C1C2CC1[NH2+]C2C2,17,18
O=C1[C@H]2COC=C[C@@H]1N2,C1OC2C3OC22C1NC32,[O-]C(=O)C1C2CC1[NH2+]C2,17,16
O=C1[C@H]2COC=C[C@@H]1O2,C1OC2C3OC22C1OC32,[O-]C(=O)C1C2CC1[NH2+]C2,17,17
C1[CH][C]2CC[CH][C](C1)C2,C1CC23CC4(CCC24)C13,C1C2C3CC4(CC24)CC13,19,4
C1[CH][C]2CC[N][C](C1)C2,C1CC23CC4(CCN24)C13,C1C2C3CC1C23C4C14,19,9
C1[CH][C]2CO[CH][C](C1)C2,C1CC23CC4(COC24)C13,C1C2C3CC4(CCC24)OC23,19,5
C1C[C]2[CH]CO[C]([CH]1)C2,C1CC23CC4(OCC24)C13,C1C2C3CC4(CCC24)OC23,19,5
[NH][C]1CC[CH][C]2[C@H]1OC2,C1CC23NC4(COC24)C13,C1C2C3C1C1C2C3OC13,19,9
O=C1CCC=C2[C@H]1CC2,C1CC23OC4(CCC24)C13,C1C2C3C4OC2C13C4,19,10
O=C1CCC=C2[C@H]1NC2,C1CC23OC4(CNC24)C13,C1C2C3OC2C1C3C4NC24,19,10
O=C1CC[CH][C]2[C@H]1OC2,C1CC23OC4(COC24)C13,C1C2OC3C4CC13C24OC24,19,10
O=C1CN[CH][C]2[C@H]1NC2,C1NC2C11OC22CNC12,N=C1NC2=CC3CC1C23O,17,12
O=C1CO[CH][C]2[C@H]1NC2,C1NC2C11OC22COC12,[O-]C(=O)C1C2CC1[NH2+]C2,17,17
C=C[C@]12CC(=O)[C@@H]2OC1,C1OC23CC4(COC24)C13,[O-]C(=O)C12CC2C3C13O,19,14
C=C1OCC=C2[C@H]1CO2,C1OC23CC4(OCC24)C13,C1C2C3OC2C4C13C24OC24,19,10
O1[CH][C]2CO[CH][C](C1)C2,C1OC2C11CC22COC12,C1C2C3OC13C2C13C24OC2,17,11
O1[CH][C]2CO[CH][C](C1)N2,C1OC2C11NC22COC12,C1C2OC3C1C23C1OC22,17,8
O=C1CO[CH][C]2[C@H]1OC2,C1OC2C11OC22COC12,OC12C3OC1C2C3C1OC22,17,10
C1=CC=CC#CCCC1,C1CC=CC=CC#CC1,C1C2C3CC1CC13CC4CCC13CC4#CCC24,14,19
C1C=C[CH]C=C=[C]CO1,C1OCC#CC=CC=C1,C1C2C3C4=CCCC13C24OC24,14,13
[CH]1[CH]CCC#CCOC1,C1CC#CCOCC=C1,CC1CCC2CC1CC3C#C,13,7
[NH][C](N1[C@@H]2[C@H]1CC2)C#N,N=C(C#N)N1C2CCC12,N=C1NC2C3CCC12C#N,17,10
C#C[C](N1C[C@H]1C#C)[NH],N=C(C#C)N1CC1C#C,N=C1C(C#C)C1C#N,16,6
C#C[C](N1C[C@H]1C#N)[NH],N=C(C#C)N1CC1C#N,N=C1NC(C#C)C1C#N,16,6
C#C[C@@H]1CN1[C](C#N)[NH],N=C(C#N)N1CC1C#C,N=C1NC(C#C)C1C#N,16,8
N#C[C](N1C[C@H]1C#N)[NH],N=C(C#N)N1CC1C#N,N=C1NNC(=N1)C#C,16,10
C([C@H]1CN1)NC(=O)C#N,O=C([N-]CC1C[NH2+]1)C#N,NC1(C#N)C(=N)C(=N)O1,23,19
NC[C@H]1C=C(C1=O)C#N,O=C1C2C[NH2+]C2[C-]1C#N,N=C1N=C(C=C(O1)C#C,23,15
[O][C]C=C1[CH][C@@H]2[C@H]1[N][CH]2,O=C1C=C2C3C4C3N1C24,C1C2C3C1C1C2=C3OC24,19,10
O=C1[CH][C]2[C@H]([N]1)C=C[CH]2,O=C1C=C2C=CC3C2N13,C12C3C1C3C4OC2=C23C1,18,13
O=C1C=CCCNC=C1,O=C1C=CCCNC=C1,CN=C1OC=C=CC=CC1C=O2,14,10
N#CC1=C([NH])N[C@@H](N1)N,N=C1NC(=[NH2+])N[C-]1C#N,NC1=NC(=N)NC(=N)N1,24,14
O=C1CN2[C@@]31C=C[C@@H]2C3,O=C1CN2C3CC12C=C3,C1C2C3C1C3OC2=C3N1,17,9
O=C1NC2=C[C@H](C2=C1)N,O=C1N[C-]2C3[NH2+]C3C2=C1,N=C1N=C2C=C(C=C2)O1,25,14
[O][C][CH][C]1[NH2]CCC1=O,O=C1O[C-]2CC[NH2+]C2=C1,[O-]C(=O)C1C2CC12[NH2+]C2,23,13
[NH][C]1N[C](N)N[CH]C1=O,N=C1NC(=[NH2+])N[CH-]C1=O,N=C1NC2=C(N1)N=C2,25,15
O=C[C](N1[C@@H]2[C@H]1CC2)[NH],N=C(C=O)N1C2CCC12,C1C2C3NC1C2=C3NO,17,11
[NH][C](N1C[C@H]1C#C)C=O,N=C(C=O)N1CC1C#C,N=C1OC=C(C=N1)C#C,16,9
[NH][C](N1C[C@H]1C#N)C=O,N=C(C=O)N1CC1C#N,N=C1N=C(O1)C#C,16,9
[NH][CH]N1[C@H]([C@H]1C#C)C#C,N=CN1C(C#C)C1C#C,N=C1C(C#C)C1C#N,16,2
[NH][CH]N1[C@@H]([C@@H]1C#C)C#N,N=CN1C(C#C)C1C#N,N=C1NC(C#C)C1C#N,16,2
[NH][CH]N1[C@H]([C@H]1C#N)C#N,N=CN1C(C#N)C1C#N,N=C1NNC(=N1)C#C,16,8
O=C[C@H]1[C@H](N1[CH][NH])C#C,N=CN1C(C=O)C1C#C,N=C1OC=C(C#N)C1C,16,8
O=C[C@H]1[C@H](N1[CH][NH])C#N,N=CN1C(C=O)C1C#N,N=C1NC=C(O1)C#N,16,7
[NH][CH]N1[C@H]([C@H]1C=O)C=O,N=CN1C(C=O)C1C=O,N=C1OC=C(C=N1)C=O,16,8
O=CC1=CC[C@H](C1=O)N,O=C[C-]1C2CC([NH2+]2)C1=O,N=C1OC=C=C(C=O1)C=CC1,25,18
O=CN1[C@H]2[C@@H]1CO[C]2[NH],N=C1OCC2C1N2C=O,N=C1OC2=C2OC3C12,15,8
[NH][CH]N1[C@H]2[C@@H]1COC2=O,N=CN1C2COC(=O)C12,N=C1OC2=CNC2C3C1,17,9
[NH][CH]N1[C@@H]2[C@@]1(C#N)CC2,N=CN1C2CCC12C#N,N=C1NC2C3CCC12C#N,15,4
NC[C@@H]1C(=C1C=O)C=O,O=C[C-]1C2C[NH2+]C12C=O,N=C1OC=C(C=O)C=CC1,23,17
O=CC1=C[C@]1(CN)C=O,O=C[C-]1C2[NH2+]CC12C=O,N=C1OC=C2C(C=C=O1)C=O2,23,16
NC[C@H]1C(=O)C=C1C=O,O=C[C-]1C2C[NH2+]C1C2=O,N=C1OC=C=C(C=O1)C=CC1,23,17
[NH][CH]N1CC1(C#C)C#C,N=CN1CC1(C#C)C#C,N=C1NC(C#C)C1C#C,16,5
[NH][CH]N1C[C@]1(C#C)C#N,N=CN1CC1(C#C)C#N,N=C1NC(C#C)C1C#N,16,5
[NH][CH]N1CC1(C#N)C#N,N=CN1CC1(C#N)C#N,N=C1NN=C(C#N)C1C#N,16,6
[NH][CH]N1C[C@]1(C=O)C#C,N=CN1CC1(C=O)C#C,N=C1OC=C(C=N1)C#C,16,6
[NH][CH]N1C[C@]1(C=O)C#N,N=CN1CC1(C=O)C#N,N=C1N=C(O1)C#C,16,8
[NH][CH]N1CC1(C=O)C=O,N=CN1CC1(C=O)C=O,N=C1OC=C(O1)C=CO1,16,8
[NH][C]1OC[C@]21CN2C=O,N=C1OCC11CN1C=O,N=C1OC2=C2OC3C12,15,8
[NH][CH]N1C[C@]21COC2=O,N=CN1CC11COC1=O,N=C1OC2=CN1C2,15,8
[NH][C](C#N)N1C[C@H]1C=O,N=C(C#N)N1CC1C=O,N=C1N=C(O1)C#C,16,10
O=C[C](N1C[C@H]1C=O)[NH],N=C(C=O)N1CC1C=O,N=C1OC=C(C=N1)C=O,16,9
OC(=CC=O)[C@H]1CCN1,O=C[CH-]C(=O)C1CC[NH2+]1,CC1C2C([NH2+]C1)C([O-])=O,24,20
NC=Nc1c[nH]cc1O,[NH2+]=CNC1=CN[CH-]C1=O,N=C1N=CNC=C2C1C=CN2,23,14
N#CC(=C)C#N.NC=N,[NH2+]=CNC[C-](C#N)C#N,NC(C#N)C(C#N)C#N1C,22,13
[NH][CH]OC[C@H]1CN1C=O,N=COCC1CN1C=O,N=C1OC=CN1CCCC1C=O,13,6
CC#CC(=O)NC(=N)N,CC#CC(=O)NC(N)=N,NC(=N)C(=O)C#CCC#N,16,11
C[C@](C(=O)O)(C#CC)N,CC#CC(C)([NH3+])C([O-])=O,CC(C#C)([NH3+])C(C)([O-])=O,25,6
CC#C[C@H](CC(=O)O)N,CC#CC([NH3+])CC([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,8
CC#CCC(=O)C(=N)N,CC#CCC(=O)C(N)=N,NC(=N)C(C#C)C(=O)C#C,16,13
CC#CC[C@H](C(=O)O)N,CC#CCC([NH3+])C([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,10
CC#CCNCC(=O)O,CC#CC[NH2+]CC([O-])=O,[NH3+]CCC#CC([O-])=O)CC#C,21,15
OC(=O)C#CC(N)(C)C,CC(C)([NH3+])C#CC([O-])=O,CC(C#C)([NH3+])(C#C)C([O-])=O,25,4
OC(=O)C#CC1(N)CC1,[NH3+]C1(CC1)C#CC([O-])=O,NC1(C#C)C([NH3+])C1)C([O-])=O,25,16
OC(=O)C#C[C@H]1CCN1,[O-]C(=O)C#CC1CC[NH2+]1,N=C1OC(C=C#C)O1)C,23,18
OC(=O)C#CC1CNC1,[O-]C(=O)C#CC1C[NH2+]C1,NC1(C[NH2+]C1)C#CC([O-])=O,23,21
NC=NCC#CC(=O)O,[O-]C(=O)C#CCNC=[NH2+],NC(=[NH2+])CC#CC([O-])=O,22,20
NC(=N)C(=O)C#CC#C,NC(=N)C(=O)C#CC#C,NC(=N)C(=O)C#CC#C,17,0
NC(=N)C(=O)C#CC#N,NC(=N)C(=O)C#CC#N,NC(=N)C(=O)C#C#N,17,1
NC(=N)C(=O)C#CC=O,NC(=N)C(=O)C#CC=O,NC(=N)C(=O)C(=O)C#CC#C,17,7
C#CC(=O)C(=O)C(=N)N,NC(=N)C(=O)C(=O)C#C,NC(=N)C(=O)C(C#C)C(F)=O,19,8
N#CC(=O)C(=O)C(=N)N,NC(=N)C(=O)C(=O)C#N,NC(=N)C(=O)C(=O)C#N)C(N)C#N,19,8
O=CC(=O)C(=O)C(=N)N,NC(=N)C(=O)C(=O)C=O,NC(=N)C(=O)C(=O)C(O)C=O,19,4
O=C(C(C)(C)C)C(=N)N,CC(C)(C)C(=O)C(N)=N,CC(C)(C)(C)(C)(C)(N)=O,19,7
O=C(C(O)(C)C)C(=N)N,CC(C)(O)C(=O)C(N)=N,CC(C)(C)(N)(C(=O)C(N))(C)=O,19,10
O=C(C1(C)CC1)C(=N)N,CC1(CC1)C(=O)C(N)=N,CC1(CN1)C(=N)C(C)=O,19,4
C[C@]1(CN1)C(=O)C(=N)N,CC1(CN1)C(=O)C(N)=N,CC1(CN1)C(=N)C(N)=N,19,1
C[C@]1(CO1)C(=O)C(=N)N,CC1(CO1)C(=O)C(N)=N,CC1(CN1)C(=O)C(N)=C(O)O1,19,7
O=C(C1(O)CC1)C(=N)N,NC(=N)C(=O)C1(O)CC1,NC1(C(=N)C(O)C(=O)C1)C(N)C(F)=O,19,15
O=C(C(=N)N)C1CCC1,NC(=N)C(=O)C1CCC1,NC1(CC2=CC1)C(N)=N2,17,14
NC(=N)C(=O)[C@H]1CCO1,NC(=N)C(=O)C1CCO1,NC1=C(C(O)C(=N)O1,17,8
O=C(C(=N)N)C1COC1,NC(=N)C(=O)C1COC1,NC1=C(C(O)C(=N)O1)CCC(=N,17,13
O=C(C(=N)N)N1CCC1,NC(=N)C(=O)N1CCC1,NC1=C(NC(=N)NC(C=O)C1)C,17,12
O=C(C(=O)O)C1CNC1,[O-]C(=O)C(=O)C1C[NH2+]C1,NC1(C(=O)C([NH2+])C1)C([O-])=O,25,19
O=C(C(=N)N)CC1CC1,NC(=N)C(=O)CC1CC1,NC1(CC2=CC1)C(N)=N2,17,14
NC(=N)C(=O)C[C@H]1CN1,NC(=N)C(=O)CC1CN1,CC1=NC(=N)NC(C)=C1O,17,10
NC(=N)C(=O)C[C@H]1CO1,NC(=N)C(=O)CC1CO1,NC1=C(C(O)C(=N)O1,17,8
O=C(C(=N)N)CN1CC1,NC(=N)C(=O)CN1CC1,NC1=C(NC(=N)NC(C=O)C1)C,17,11
O=C(C(=N)N)NC1CC1,NC(=N)C(=O)NC1CC1,NC1=C(NC(=N)NC(C=O)C1)C,17,11
